digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,esophageal transit,peristalsis,GO:0030432,swallowing and peristalsis,peristalsis,GO:0030432,,,,,,,,,,,,,,The lower esophageal sphincter maintains tonic closure between swallows,cell,esophagus,esophagus,UBERON:0001043,lower esophageal sphincter smooth muscle cell,,,,,,does,contraction,,,,,,,,,,"[10, 30]",units = mmHg resting sphincter pressure,seconds,,intra-organ,high-resolution esophageal manometry,,,esophageal transit time,,,,,,,,,vagal parasympathetic input,,,enteric nervous system,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,esophageal transit,peristalsis,GO:0030432,swallowing and peristalsis,peristalsis,GO:0030432,,,,,,,,,,,,,,Nitrergic inhibition relaxes the sphincter ahead of the arriving bolus,cell,esophagus,esophagus,UBERON:0001043,lower esophageal sphincter smooth muscle cell,,,nitric oxide,,,decreases,contraction X,force,,,,,,,,,,deglutitive relaxation lasts 6-8 s,seconds,paracrine,intra-organ,high-resolution esophageal manometry,,,esophageal transit time,,,,,,,,,vagal parasympathetic input,,,enteric nervous system,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,13,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,receptive relaxation is a vagovagal reflex; the efferent limb is nitrergic and VIPergic,Gastric distension triggers reflex relaxation of the proximal stomach,cell,gastric fundus,fundus of stomach,UBERON:0001160,smooth muscle cell,smooth muscle cell,CL:0000192,gastric distension,,,decreases,contraction X,force,,,,,,,,,,accommodation permits 1-1.5 L intake with minimal rise in intragastric pressure,seconds,intra-organ,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,Nitrergic transmission mediates fundic receptive relaxation,cell,gastric fundus,fundus of stomach,UBERON:0001160,smooth muscle cell,smooth muscle cell,CL:0000192,nitric oxide,,,decreases,contraction X,force,,,,,,,,,,,seconds,paracrine,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,VIP contributes to sustained gastric accommodation,cell,gastric fundus,fundus of stomach,UBERON:0001160,smooth muscle cell,smooth muscle cell,CL:0000192,vasoactive intestinal peptide,,,decreases,contraction X,force,,,,,,,,,,,seconds,paracrine,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,Antral peristalsis grinds solid food against a closed pylorus,cell,gastric antrum,pylorus,UBERON:0001166,smooth muscle cell,smooth muscle cell,CL:0000192,,,,does,contraction X,frequency,,,,,,,,,,~3 antral contractions per minute; trituration reduces solids to particles under 2 mm,seconds,,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,Gastrin strengthens antral contractions after a meal,cell,gastric antrum,pylorus,UBERON:0001166,smooth muscle cell,smooth muscle cell,CL:0000192,gastrin,,,increases,contraction X,force,,,,,,,,,,,minutes,circulatory,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,Ghrelin is prokinetic in the fasted stomach through a vagal-dependent pathway,cell,gastric antrum,pylorus,UBERON:0001166,smooth muscle cell,smooth muscle cell,CL:0000192,ghrelin,,,increases,contraction X,force,,,,,,,,,,,minutes,circulatory,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,Coordinated antral contraction and pyloric opening empty the stomach,organ,stomach,stomach,UBERON:0000945,stomach,,,,,,does,X export,gastric contents,,,,,,,,,"[60, 120]",units = minutes half-emptying time for a solid meal; liquids empty far faster,minutes-hours,,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,CCK released by duodenal fat and protein slows gastric emptying,organ,stomach,stomach,UBERON:0000945,stomach,,,cholecystokinin,,,decreases,X export,gastric contents,,,,,,,,,,,minutes,circulatory,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,the enterogastric brake protects the duodenum from being overwhelmed by unprocessed chyme,Duodenal chemoreceptor feedback slows gastric emptying,organ,stomach,stomach,UBERON:0000945,stomach,,,duodenal osmolality,,,decreases,X export,gastric contents,,,,,,,,,,hypertonic or acidic chyme in the duodenum activates the enterogastric reflex,minutes,intra-organ,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,gastric motility,gastric motility,GO:0035482,accommodation and emptying,gastric emptying,GO:0035483,,,,,,,,,,,,,,GLP-1 from distal gut L cells slows gastric emptying as part of the ileal brake,organ,stomach,stomach,UBERON:0000945,stomach,,,glucagon-like peptide 1,,,decreases,X export,gastric contents,,,,,,,,,,,minutes,circulatory,intra-organ,gastric emptying scintigraphy,,,gastric barostat study,,,antroduodenal manometry,,,,,,vagal parasympathetic input,,,enteric nervous system,,,cholecystokinin,,,gastrin,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,small intestinal motility,intestinal motility,GO:0120054,peristaltic reflex and segmentation,peristalsis,GO:0030432,,,,,,,,,,,,,"the peristaltic reflex is polarised: excitation above the bolus, inhibition below it",Circular muscle oral to a bolus contracts through cholinergic excitation,cell,small intestine,small intestine,UBERON:0002108,smooth muscle cell,smooth muscle cell,CL:0000192,acetylcholine,,,increases,contraction X,force,,,,,,,,,,"ascending excitatory limb of the peristaltic reflex, oral to the bolus",seconds,paracrine,intra-organ,antroduodenal manometry,,,small bowel transit time,,,wireless motility capsule,,,,,,enteric nervous system,,,interstitial cells of Cajal,,,motilin,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,small intestinal motility,intestinal motility,GO:0120054,peristaltic reflex and segmentation,peristalsis,GO:0030432,,,,,,,,,,,,,,Circular muscle aboral to a bolus relaxes through nitrergic inhibition,cell,small intestine,small intestine,UBERON:0002108,smooth muscle cell,smooth muscle cell,CL:0000192,nitric oxide,,,decreases,contraction X,force,,,,,,,,,,"descending inhibitory limb, aboral to the bolus",seconds,paracrine,intra-organ,antroduodenal manometry,,,small bowel transit time,,,wireless motility capsule,,,,,,enteric nervous system,,,interstitial cells of Cajal,,,motilin,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,small intestinal motility,intestinal motility,GO:0120054,peristaltic reflex and segmentation,peristalsis,GO:0030432,,,,,,,,,,,,,,Peristalsis and segmentation move chyme aborally while mixing it with secretions,organ,small intestine,small intestine,UBERON:0002108,small intestine,,,,,,does,transport of X from Y to Z,chyme,,,duodenum,,,ileocecal valve,,,"[3, 5]",units = hours small bowel transit time,hours,,intra-organ,antroduodenal manometry,,,small bowel transit time,,,wireless motility capsule,,,,,,enteric nervous system,,,interstitial cells of Cajal,,,motilin,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,small intestinal motility,intestinal motility,GO:0120054,peristaltic reflex and segmentation,peristalsis,GO:0030432,,,,,,,,,,,,,the MMC is the interdigestive housekeeper; feeding abolishes it,Motilin initiates phase III of the migrating motor complex,cell,small intestine,small intestine,UBERON:0002108,smooth muscle cell,smooth muscle cell,CL:0000192,motilin,,,increases,contraction X,frequency,,,,,,,,,,migrating motor complex recurs every 90-120 min in the fasted state; phase III lasts 5-10 min,minutes-hours,circulatory,intra-organ,antroduodenal manometry,,,small bowel transit time,,,wireless motility capsule,,,,,,enteric nervous system,,,interstitial cells of Cajal,,,motilin,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,"12, 13",,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,colonic motility,intestinal motility,GO:0120054,"storage, mass movement and defecation",defecation,GO:0030421,,,,,,,,,,,,,,Haustral contractions retain and mix colonic contents,cell,colon,colon,UBERON:0001155,smooth muscle cell,smooth muscle cell,CL:0000192,,,,does,contraction,,,,,,,,,,,segmental haustral contractions mix contents and maximise water and electrolyte contact time,minutes,,intra-organ,colonic transit study,,,anorectal manometry,,,stool weight,,,,,,enteric nervous system,,,gastrocolic reflex,,,somatic motor control,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,colonic motility,intestinal motility,GO:0120054,"storage, mass movement and defecation",defecation,GO:0030421,,,,,,,,,,,,,,"Colonic transit is slow, allowing extensive water reclamation and fermentation",organ,colon,colon,UBERON:0001155,colon,,,,,,does,transport of X from Y to Z,luminal contents,,,cecum,,,rectum,,,"[12, 48]",units = hours colonic transit time,hours-days,,intra-organ,colonic transit study,,,anorectal manometry,,,stool weight,,,,,,enteric nervous system,,,gastrocolic reflex,,,somatic motor control,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,colonic motility,intestinal motility,GO:0120054,"storage, mass movement and defecation",defecation,GO:0030421,,,,,,,,,,,,,,High-amplitude propagated contractions move contents in mass movements toward the rectum,cell,colon,colon,UBERON:0001155,smooth muscle cell,smooth muscle cell,CL:0000192,,,,does,contraction X,force,,,,,,,,,,"high-amplitude propagated contractions occur 1-6 times daily, often on waking or after a meal",minutes,,intra-organ,colonic transit study,,,anorectal manometry,,,stool weight,,,,,,enteric nervous system,,,gastrocolic reflex,,,somatic motor control,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,,,,,,,,,,,,,,,
digestive system,digestive system process,GO:0022602,motility,digestive tract motility,,colonic motility,intestinal motility,GO:0120054,"storage, mass movement and defecation",defecation,GO:0030421,,,,,,,,,,,,,,The gastrocolic reflex increases colonic motor activity after eating,cell,colon,colon,UBERON:0001155,smooth muscle cell,smooth muscle cell,CL:0000192,meal ingestion,,,increases,contraction X,frequency,,,,,,,,,,,minutes,systemic,intra-organ,colonic transit study,,,anorectal manometry,,,stool weight,,,,,,enteric nervous system,,,gastrocolic reflex,,,somatic motor control,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,12,,,,,,,,,,,,,,,,,,,,,,,
